PermitNum,AppliedDate,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2015-02814,2015/03/18,Commercial / Multi Family Project,Building,3613 - Restaurant - Licensed,Commercial,Non-Residential,New,HYs Steakhouse and Cocktail Bar Seasonal Outdoor Patio
BP2015-02788,2015/03/18,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,The Brick Tent Event
BP2015-02823,2015/03/19,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Calgary Comic Expo
BP2015-02884,2015/03/19,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Temporary Function -Cowboys Stampede Tent 2015
BP2015-02877,2015/03/19,Commercial / Multi Family Project,Building,6305 - Fire,Government,Non-Residential,New,Temporary Fire Station
BP2015-02914,2015/03/20,Commercial / Multi Family Project,Building,5303 - Special Care Facility,Institutional,Non-Residential,New,Secure Services Building
BP2015-02957,2015/03/20,Commercial / Multi Family Project,Building,2404 - Radio/Tv Tower,Industrial,Non-Residential,New,Roof-top antenna installation
BP2015-03063,2015/03/24,Commercial / Multi Family Project,Building,5301 - Child Care Facility,Institutional,Non-Residential,New,New Daycare - B2 - Base Building and Tenant Improvement
BP2015-03067,2015/03/24,Commercial / Multi Family Project,Building,3299 - Storage/Warehouse Misc.,Commercial,Non-Residential,New,Part 9 Utility Building
BP2015-03043,2015/03/24,Commercial / Multi Family Project,Building,3204 - Warehouse/Office,Commercial,Non-Residential,New,NEW BUILDING - WAREHOUSE
BP2015-03129,2015/03/25,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - SunSpa Sale
BP2015-03131,2015/03/25,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Embassy Bosa Open House - Special Event
BP2015-03092,2015/03/25,Commercial / Multi Family Project,Building,2203 - Tower,Industrial,Non-Residential,New,Monopole Accessory Building
BP2015-03090,2015/03/25,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canadian Society Of Petroleum Geologists
BP2015-03143,2015/03/25,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Woman 2 Warrior Calgary
BP2015-03089,2015/03/25,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Canadian Society Of Petroleum Geologists
BP2015-03207,2015/03/26,Commercial / Multi Family Project,Building,2117 - Printing Plant,Industrial,Non-Residential,New,
BP2015-03239,2015/03/27,Commercial / Multi Family Project,Building,"5109 - School, Public",Institutional,Non-Residential,New,Bowness High School Modernization
BP2015-03393,2015/03/31,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - The Brick Tent Event
BP2015-03392,2015/03/31,Commercial / Multi Family Project,Building,5401 - Church,Institutional,Non-Residential,New,Jamatkhana (Congreational Place)
BP2015-03441,2015/04/01,Commercial / Multi Family Project,Building,2108 - Cement Prod,Industrial,Non-Residential,New,Construction of two steel buildings for Office/warehouse and storage use.
BP2015-03412,2015/04/01,Commercial / Multi Family Project,Building,5203 - Lab,Institutional,Non-Residential,New,New 1 Storey Building
BP2015-03524,2015/04/02,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - 2015 Calgary Flames Tailgate
BP2015-03520,2015/04/02,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,Lafarge New Office Building: 2 storey office
BP2015-03504,2015/04/02,Commercial / Multi Family Project,Building,"5111 - School, Separate",Institutional,Non-Residential,New,New K-9 school for Calgary Seperate School Board
BP2015-03495,2015/04/02,Commercial / Multi Family Project,Building,3106 - Retail Shop,Commercial,Non-Residential,New,OPUS Sunridge New Building: 1 storey restaurant/retail/medical office building
BP2015-03594,2015/04/06,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Temporary Tent - Indulge 2015 - May 23/24, 2015"
BP2015-03622,2015/04/07,Commercial / Multi Family Project,Building,"5109 - School, Public",Institutional,Non-Residential,New,Reconstruction of Flood Damaged School
BP2015-03726,2015/04/08,Commercial / Multi Family Project,Building,7002 - Private Retaining Wall,Retaining Wall,Non-Residential,New,
BP2015-03717,2015/04/08,Commercial / Multi Family Project,Building,5116 - Private School,Institutional,Non-Residential,New,New K-6 School
BP2015-03704,2015/04/08,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - The Brick Tent Sale
BP2015-03686,2015/04/08,Commercial / Multi Family Project,Building,"5109 - School, Public",Institutional,Non-Residential,New,Evanscove K-4 school with two pods of Partable classrooms.
BP2015-03773,2015/04/09,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - Church of Latter Day Saints Sunday Sermon
BP2015-03738,2015/04/09,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Gospel Event & Hobbies (faith based speaches, children activities)"
BP2015-03734,2015/04/09,Commercial / Multi Family Project,Building,3499 - Office/Bank/Professional Misc.,Commercial,Non-Residential,New,Interior alteration (new tenant)
BP2015-03807,2015/04/10,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,"Temp Tent/Stage - Mothers Day Walk, Run, Ride May 10th/15"
BP2015-03853,2015/04/10,Commercial / Multi Family Project,Building,3107 - Shopping Centre,Commercial,Non-Residential,New,New Brighton Commercial Mall Bld. 2
BP2015-03819,2015/04/10,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Parade of Wonders (parade)
BP2015-03856,2015/04/10,Commercial / Multi Family Project,Building,3204 - Warehouse/Office,Commercial,Non-Residential,New,Welco Expediating New Office/Warehouse Building
BP2015-03828,2015/04/10,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - The Brick's May Tent Event
BP2015-03852,2015/04/10,Commercial / Multi Family Project,Building,3107 - Shopping Centre,Commercial,Non-Residential,New,New Brighton Commercial Mall Bld #1
BP2015-03956,2015/04/13,Commercial / Multi Family Project,Building,3401 - Bank,Commercial,Non-Residential,New,"Sage Hill Crossing - Phase 3, Building # 3"
BP2015-03888,2015/04/13,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Pacer Corporate Stampede Party (private/invite only stampede event)
BP2015-03907,2015/04/13,Commercial / Multi Family Project,Building,2498 - Engineer/Communication Misc.,Industrial,Non-Residential,New,New 1 storey building
BP2015-03955,2015/04/13,Commercial / Multi Family Project,Building,3107 - Shopping Centre,Commercial,Non-Residential,New,"Sage Hill Crossing - Phase 3, Building # 4"
BP2015-04026,2015/04/14,Commercial / Multi Family Project,Building,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,"Stonegate Industrial Centre - Phase 3, Building B"
BP2015-04023,2015/04/14,Commercial / Multi Family Project,Building,3613 - Restaurant - Licensed,Commercial,Non-Residential,New,1 Storey Base Building
BP2015-04030,2015/04/14,Commercial / Multi Family Project,Building,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,
BP2015-04089,2015/04/15,Commercial / Multi Family Project,Building,3401 - Bank,Commercial,Non-Residential,New,New 1 storey building
BP2015-04177,2015/04/16,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Bleachers - Annual Stampede Parade 2015
BP2015-04162,2015/04/16,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temp Tents - 4th Street Lilac Festival May 31/15
BP2015-04164,2015/04/16,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temp Tent - Parks Community Tree Event Series Jun 28th/15
BP2015-04176,2015/04/16,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temp Tent - Parks Community Tree Event Series Jun 14th/15
BP2015-04195,2015/04/16,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,NEW 3-STOREY OFFICE BUILDING
BP2015-04154,2015/04/16,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temp Tent - Parks Community Tree Event Series May 17th/15
BP2015-04226,2015/04/17,Commercial / Multi Family Project,Building,3306 - Paint Shop,Commercial,Non-Residential,New,"Pantera New Paint Building - Unit # 3, 1 storey paint booth building"
BP2015-04213,2015/04/17,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - Kids Help Phone - Walk So Kids Can Talk
BP2015-04306,2015/04/20,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Function - Disaster Alley 2015 - May 9/15
BP2015-04368,2015/04/21,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - Annual Sikh Parade 2015 - May 9/15
BP2015-04363,2015/04/21,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Elbow Park Summer Solstice Party 2015
BP2015-04400,2015/04/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Ensign Stampede Breakfast 2015
BP2015-04399,2015/04/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Events - Halliburton Stampede Breakfast
BP2015-04436,2015/04/22,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Fifth Avene Ranch Stampede Catering
BP2015-04397,2015/04/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Jayman Stampede BBQ 2015
BP2015-04446,2015/04/22,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,Legacy Multi Family - Temporary Sales Centre
BP2015-04437,2015/04/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Landmark Stampede Breakfast 2015
BP2015-04401,2015/04/22,Commercial / Multi Family Project,Building,3399 - Motor-Vehicle Misc.,Commercial,Non-Residential,New,Impressions Automotive  New Auto - Body & Paint Shop: 1 storey repair garage building
BP2015-04434,2015/04/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Transcanada Stampede Breakfast
BP2015-04468,2015/04/23,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Flesky Flynn Stampede Breakfast 2015
BP2015-04526,2015/04/24,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,New 3 Storey Building
BP2015-04651,2015/04/27,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Stampede Parade Viewing Platform
BP2015-04615,2015/04/27,Commercial / Multi Family Project,Building,"5111 - School, Separate",Institutional,Non-Residential,New,New school K-6 c/w kindergarten
BP2015-04647,2015/04/27,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Group A2
BP2015-04769,2015/04/29,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,
BP2015-04767,2015/04/29,Commercial / Multi Family Project,Building,6105 - Public Works,Government,Non-Residential,New,City of Calgary - New Fleet Maintenance Facility building: 2 storey office - repair garage
BP2015-04828,2015/04/30,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Group A2 - Kiewit Stampede
BP2015-04817,2015/04/30,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,Zen in Cranston - Temporary Sales Centre
BP2015-04846,2015/04/30,Commercial / Multi Family Project,Building,"5114 - School, Other",Institutional,Non-Residential,New,Evanston K-9 School
BP2015-04972,2015/05/04,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Bowness Street Festival
BP2015-04967,2015/05/04,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Fiestaval 2015
BP2015-05010,2015/05/04,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event CBC Calgary Stampede Breakfast
BP2015-04969,2015/05/04,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Inglewood Sunfest
BP2015-04965,2015/05/04,Commercial / Multi Family Project,Building,3507 - Community Centre,Commercial,Non-Residential,New,Bridgeland Riverside Community Association - Temporary Equipment Storage ONLY
BP2015-05043,2015/05/05,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event  - Barley Mill Stampede Function
BP2015-05045,2015/05/05,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - International Children's Festival
BP2015-05049,2015/05/05,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event Carstar Great Strides Walk
BP2015-05142,2015/05/06,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,Aviation Crossing Commercial - Bldg. 5A
BP2015-05108,2015/05/06,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - Parksale
BP2015-05117,2015/05/06,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event Tent - July 1 - sa
BP2015-05140,2015/05/06,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,New Office Building - United Food and Commercial Workers Benevolent Association Calgary
BP2015-05111,2015/05/06,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - STAMPEDIN' UP MARKET
BP2015-05219,2015/05/07,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,New Atco Commercial Centre buildings
BP2015-05154,2015/05/07,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - 311 10th Anniversary
BP2015-05196,2015/05/07,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Symons Gate Community Launch
BP2015-05275,2015/05/08,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Two Wheel Sunday
BP2015-05241,2015/05/08,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Greatest Outdoor Show on Earth - 2015
BP2015-05278,2015/05/08,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,FLUOR EMPLOYEE STAMPEDE BREAKFAST 2015
BP2015-05359,2015/05/11,Commercial / Multi Family Project,Building,2199 - Indust/Manufacture Misc.,Industrial,Non-Residential,New,New 1 Storey Building
BP2015-05410,2015/05/12,Commercial / Multi Family Project,Building,3510 - Recreation Facility,Commercial,Non-Residential,New,88 Express Unload Ramp with Calgary Olimpic Development Association
BP2015-05485,2015/05/13,Commercial / Multi Family Project,Building,3306 - Paint Shop,Commercial,Non-Residential,New,New Auto Body Repair shop building
BP2015-05481,2015/05/13,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Symons Gate VIP Opening Event
BP2015-05440,2015/05/13,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - Enmax Shepard Grand Opening
BP2015-05486,2015/05/13,Commercial / Multi Family Project,Building,3402 - Office,Commercial,Non-Residential,New,NEW BUILDING
BP2015-05502,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Function - Brookfield Breakfast/Lunch
BP2015-05544,2015/05/14,Commercial / Multi Family Project,Building,2382 - Water Pumping Station,Industrial,Non-Residential,New,Industrial Water filtration building
BP2015-05524,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Sait Corporate Division
BP2015-05503,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Events - Michener Allan Auctioner
BP2015-05501,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - CP Rail Breakfast
BP2015-05498,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,SPECIAL EVENT -  RHUBARB FESTIVAL
BP2015-05542,2015/05/14,Commercial / Multi Family Project,Building,3107 - Shopping Centre,Commercial,Non-Residential,New,NEW BUILDING (ASSEMBLY/RETAIL)
BP2015-05541,2015/05/14,Commercial / Multi Family Project,Building,3107 - Shopping Centre,Commercial,Non-Residential,New,NEW RETAIL BUILDING
BP2015-05543,2015/05/14,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Sled Island East Village Party
BP2015-05604,2015/05/15,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Function - Mikey's Stampede
BP2015-05638,2015/05/15,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent - U of C - Presidents Stampede BBQ
BP2015-05639,2015/05/15,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents - U of C Alumni Event
BP2015-05618,2015/05/15,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event - Local 510 Sled Island/Stampede
BP2015-05640,2015/05/15,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Relay for Life
BP2015-05617,2015/05/15,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event - Loacl 510 Anniversary/Lilac
BP2015-05732,2015/05/19,Commercial / Multi Family Project,Building,3303 - Gas Bar,Commercial,Non-Residential,New,CNG Station Compound
BP2015-05741,2015/05/20,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tents  - Porsche Ride & Drive Event
BP2015-05877,2015/05/21,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - Break the Fast
BP2015-05858,2015/05/21,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Special Event - High Octane Sale
BP2015-05875,2015/05/21,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Special Event - Craft Stampede Patio
BP2015-05876,2015/05/21,Commercial / Multi Family Project,Building,7104 - Special Function - Class 2,Special Function Ten,Non-Residential,New,Temporary Tent - St James Corner Stampede Tent
BP2015-05827,2015/05/21,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Specail Event -Diversified Staffing Stampede Party
BP2015-05914,2015/05/22,Commercial / Multi Family Project,Building,7103 - Special Function - Class 1,Special Function Ten,Non-Residential,New,Temporary Tent Structures - Scotiabank Calgary Marathon 2015
