PermitNum,AppliedDate,PermitType,PermitTypeMapped,PermitClass,PermitClassGroup,PermitClassMapped,WorkClass,Description
BP2000-06359,2000/06/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06391,2000/06/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06477,2000/06/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06479,2000/06/15,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06537,2000/06/16,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2000-06700,2000/06/21,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2000-06787,2000/06/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06887,2000/06/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06867,2000/06/26,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2000-06972,2000/06/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-06907,2000/06/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07018,2000/06/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07043,2000/06/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07071,2000/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07094,2000/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07074,2000/06/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07229,2000/07/04,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07251,2000/07/05,Demolition,Demolition,3106 - Retail Shop,Commercial,Non-Residential,Demolition,
BP2000-07343,2000/07/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07383,2000/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07384,2000/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07401,2000/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07409,2000/07/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07475,2000/07/10,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2000-07481,2000/07/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07473,2000/07/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07458,2000/07/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07526,2000/07/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07502,2000/07/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07516,2000/07/11,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2000-07595,2000/07/12,Demolition,Demolition,3301 - Car Wash,Commercial,Non-Residential,Demolition,
BP2000-07596,2000/07/12,Demolition,Demolition,3304 - Repair Garage,Commercial,Non-Residential,Demolition,
BP2000-07578,2000/07/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07593,2000/07/12,Demolition,Demolition,3305 - Service Station,Commercial,Non-Residential,Demolition,
BP2000-07641,2000/07/13,Demolition,Demolition,2105 - Brewery/Distillery,Industrial,Non-Residential,Demolition,
BP2000-07642,2000/07/13,Demolition,Demolition,2105 - Brewery/Distillery,Industrial,Non-Residential,Demolition,
BP2000-07691,2000/07/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07685,2000/07/14,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07790,2000/07/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-07821,2000/07/18,Demolition,Demolition,9999 - Unspecified,Unspecified,Unspecified,Demolition,
BP2000-08041,2000/07/24,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08101,2000/07/25,Demolition,Demolition,6399 - Municipal/Commercial Misc.,Government,Non-Residential,Demolition,
BP2000-08124,2000/07/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08222,2000/07/27,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2000-08265,2000/07/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08278,2000/07/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08267,2000/07/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08329,2000/07/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08408,2000/08/01,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08451,2000/08/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08471,2000/08/02,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08502,2000/08/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08656,2000/08/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08639,2000/08/09,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08641,2000/08/09,Demolition,Demolition,1199 -  Accessory Building,Single Family,Residential,Demolition,
BP2000-08687,2000/08/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08709,2000/08/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08735,2000/08/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08793,2000/08/14,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2000-08818,2000/08/15,Demolition,Demolition,3510 - Recreation Facility,Commercial,Non-Residential,Demolition,
BP2000-08938,2000/08/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08895,2000/08/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-08901,2000/08/16,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09021,2000/08/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09022,2000/08/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09150,2000/08/22,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2000-09205,2000/08/23,Demolition,Demolition,1107 - Semi-Detached (1 Unit),Single Family,Residential,Demolition,
BP2000-09211,2000/08/23,Demolition,Demolition,3303 - Gas Bar,Commercial,Non-Residential,Demolition,
BP2000-09206,2000/08/23,Demolition,Demolition,1107 - Semi-Detached (1 Unit),Single Family,Residential,Demolition,
BP2000-09198,2000/08/23,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2000-09341,2000/08/25,Demolition,Demolition,3402 - Office,Commercial,Non-Residential,Demolition,
BP2000-09313,2000/08/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09296,2000/08/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09377,2000/08/28,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09489,2000/08/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09491,2000/08/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09478,2000/08/31,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09635,2000/09/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09650,2000/09/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09634,2000/09/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09649,2000/09/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09688,2000/09/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09662,2000/09/06,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2000-09717,2000/09/07,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09797,2000/09/08,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09858,2000/09/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09871,2000/09/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09879,2000/09/12,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09921,2000/09/12,Demolition,Demolition,3599 - Recreation Misc.,Commercial,Non-Residential,Demolition,
BP2000-09972,2000/09/13,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-09937,2000/09/13,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2000-10059,2000/09/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10061,2000/09/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10060,2000/09/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10083,2000/09/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10219,2000/09/20,Demolition,Demolition,"5111 - School, Separate",Institutional,Non-Residential,Demolition,
BP2000-10272,2000/09/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10233,2000/09/21,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10357,2000/09/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10368,2000/09/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10379,2000/09/25,Demolition,Demolition,6399 - Municipal/Commercial Misc.,Government,Non-Residential,Demolition,
BP2000-10411,2000/09/25,Demolition,Demolition,3203 - Warehouse,Commercial,Non-Residential,Demolition,
BP2000-10437,2000/09/26,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10507,2000/09/27,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10637,2000/09/29,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10780,2000/10/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10749,2000/10/03,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10867,2000/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10883,2000/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10882,2000/10/05,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10865,2000/10/05,Demolition,Demolition,2104 - Bakery,Industrial,Non-Residential,Demolition,
BP2000-10934,2000/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10894,2000/10/06,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10983,2000/10/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10982,2000/10/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-10979,2000/10/10,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11059,2000/10/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11016,2000/10/11,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11255,2000/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11256,2000/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11258,2000/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11257,2000/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11259,2000/10/17,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11260,2000/10/17,Demolition,Demolition,1506 - Apt Apartment,Apartment,Residential,Demolition,
BP2000-11254,2000/10/17,Demolition,Demolition,1105 - Retaining Wall,Single Family,Residential,Demolition,
BP2000-11312,2000/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11311,2000/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11315,2000/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11313,2000/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11314,2000/10/18,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11480,2000/10/23,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11612,2000/10/25,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11636,2000/10/26,Demolition,Demolition,3301 - Car Wash,Commercial,Non-Residential,Demolition,
BP2000-11749,2000/10/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
BP2000-11774,2000/10/30,Demolition,Demolition,1106 - House,Single Family,Residential,Demolition,
